Transaction_Number,Office_FilerType,Date_Received_Filed,Transaction_Date,Ticker,Asset_Name,Transaction_Type,Amount
4110,"Perdue, David (Senator)",01-02-2018,05-01-2018,TRGP,Targa Resources Corp.,Sale (Partial),8000.5
4111,"Perdue, David (Senator)",01-02-2018,05-01-2018,WMB,"The Williams Companies, Inc.",Sale (Partial),8000.5
4112,"Perdue, David (Senator)",01-02-2018,05-01-2018,KMI,"Kinder Morgan, Inc.",Sale (Partial),8000.5
4113,"Perdue, David (Senator)",01-02-2018,05-01-2018,OKE,"ONEOK, Inc.",Purchase,8000.5
4114,"Perdue, David (Senator)",01-02-2018,05-01-2018,CSCO,"Cisco Systems, Inc.",Sale (Partial),8000.5
4115,"Perdue, David (Senator)",01-02-2018,05-01-2018,URBN,"Urban Outfitters, Inc.",Sale (Partial),8000.5
4116,"Perdue, David (Senator)",01-02-2018,05-01-2018,URBN,"Urban Outfitters, Inc.",Sale (Partial),8000.5
4117,"Perdue, David (Senator)",01-02-2018,05-01-2018,USG,USG Corporation,Sale (Partial),8000.5
4118,"Peters, Gary (Senator)",31-01-2018,05-01-2018,OFC,Corporate Office Properties Trust,Purchase,8000.5
4119,"Smith, Tina (Senator)",29-01-2018,05-01-2018,ENTL,"Entellus Medical, Inc.",Sale (Full),75000.5
4120,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,GWW,"W.W. Grainger, Inc.",Sale (Full),8000.5
4121,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,GE,General Electric Company,Sale (Partial),8000.5
4122,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,RDS-A,Royal Dutch Shell plc,Sale (Partial),8000.5
4123,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,PG,The Procter & Gamble Company,Sale (Full),8000.5
4124,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,NSC,Norfolk Southern Corporation,Sale (Full),8000.5
4125,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,MSFT,Microsoft Corporation,Sale (Partial),8000.5
4126,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,MRK,"Merck & Co., Inc.",Sale (Full),8000.5
4127,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,IBM,International Business Machines Corporation,Sale (Partial),8000.5
4128,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,INTC,Intel Corporation,Sale (Full),32500.5
4129,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,XOM,Exxon Mobil Corporation,Sale (Partial),8000.5
4130,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,KO,The Coca-Cola Company,Sale (Partial),8000.5
4131,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,C,Citigroup Inc.,Sale (Full),32500.5
4132,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,CSCO,"Cisco Systems, Inc.",Sale (Partial),8000.5
4133,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,BMY,Bristol-Myers Squibb Company,Sale (Partial),8000.5
4134,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,GWW,"W.W. Grainger, Inc.",Sale (Full),8000.5
4135,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,GE,General Electric Company,Sale (Partial),8000.5
4136,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,RDS-A,Royal Dutch Shell plc,Sale (Partial),8000.5
4137,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,PG,The Procter & Gamble Company,Sale (Full),8000.5
4138,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,NSC,Norfolk Southern Corporation,Sale (Full),8000.5
4139,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,MSFT,Microsoft Corporation,Sale (Partial),8000.5
4140,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,MRK,"Merck & Co., Inc.",Sale (Full),8000.5
4141,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,IBM,International Business Machines Corporation,Sale (Partial),8000.5
4142,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,INTC,Intel Corporation,Sale (Full),32500.5
4143,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,XOM,Exxon Mobil Corporation,Sale (Partial),8000.5
4144,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,KO,The Coca-Cola Company,Sale (Partial),8000.5
4145,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,C,Citigroup Inc.,Sale (Full),32500.5
4146,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,CSCO,"Cisco Systems, Inc.",Sale (Partial),8000.5
4147,"Capito, Shelley Moore (Senator)",10-02-2018,04-01-2018,BMY,Bristol-Myers Squibb Company,Sale (Partial),8000.5
4148,"Capito, Shelley Moore (Senator)",09-05-2019,04-01-2018,GWW,"W.W. Grainger, Inc.",Sale (Full),8000.5
4149,"Capito, Shelley Moore (Senator)",09-05-2019,04-01-2018,GE,General Electric Company,Sale (Partial),8000.5
4150,"Capito, Shelley Moore (Senator)",09-05-2019,04-01-2018,RDS-A,Royal Dutch Shell plc,Sale (Partial),8000.5
4151,"Capito, Shelley Moore (Senator)",09-05-2019,04-01-2018,PG,The Procter & Gamble Company,Sale (Full),8000.5
4152,"Capito, Shelley Moore (Senator)",09-05-2019,04-01-2018,NSC,Norfolk Southern Corporation,Sale (Full),8000.5
4153,"Capito, Shelley Moore (Senator)",09-05-2019,04-01-2018,MSFT,Microsoft Corporation,Sale (Partial),8000.5
4154,"Capito, Shelley Moore (Senator)",09-05-2019,04-01-2018,MRK,"Merck & Co., Inc.",Sale (Full),8000.5
4155,"Capito, Shelley Moore (Senator)",09-05-2019,04-01-2018,IBM,International Business Machines Corporation,Sale (Partial),8000.5
4156,"Capito, Shelley Moore (Senator)",09-05-2019,04-01-2018,INTC,Intel Corporation,Sale (Partial),32500.5
4157,"Capito, Shelley Moore (Senator)",09-05-2019,04-01-2018,XOM,Exxon Mobil Corporation,Sale (Partial),8000.5
4158,"Capito, Shelley Moore (Senator)",09-05-2019,04-01-2018,KO,The Coca-Cola Company,Sale (Partial),8000.5
4159,"Capito, Shelley Moore (Senator)",09-05-2019,04-01-2018,C,Citigroup Inc.,Sale (Partial),32500.5
4160,"Capito, Shelley Moore (Senator)",09-05-2019,04-01-2018,CSCO,"Cisco Systems, Inc.",Sale (Partial),8000.5
4161,"Capito, Shelley Moore (Senator)",09-05-2019,04-01-2018,BMY,Bristol-Myers Squibb Company,Sale (Partial),8000.5
4162,"Perdue, David (Senator)",01-02-2018,04-01-2018,URBN,"Urban Outfitters, Inc.",Sale (Partial),8000.5
4163,"Perdue, David (Senator)",04-01-2018,03-01-2018,FOXA,"Twenty-First Century Fox, Inc.",Sale (Partial),8000.5
4164,"Perdue, David (Senator)",04-01-2018,03-01-2018,CZR,Caesars Entertainment Corporation,Purchase,8000.5
4165,"Perdue, David (Senator)",04-01-2018,03-01-2018,RF,Regions Financial Corporation,Purchase,8000.5
4166,"Perdue, David (Senator)",04-01-2018,02-01-2018,FOXA,"Twenty-First Century Fox, Inc.",Sale (Partial),8000.5
4167,"Perdue, David (Senator)",04-01-2018,02-01-2018,SYY,Sysco Corporation,Sale (Partial),8000.5
4168,"Perdue, David (Senator)",04-01-2018,02-01-2018,URBN,"Urban Outfitters, Inc.",Sale (Partial),8000.5
4169,"Cassidy, Bill (Senator)",16-01-2018,29-12-2017,AAPL,Apple Inc.,Sale (Partial),8000.5
4170,"Hoeven, John (Senator)",09-01-2018,29-12-2017,AMZN,"Amazon.com, Inc.",Purchase,75000.5
4171,"Hoeven, John (Senator)",09-01-2018,29-12-2017,AVGO,Broadcom Limited,Purchase,175000.5
4172,"Perdue, David (Senator)",04-01-2018,29-12-2017,SYY,Sysco Corporation,Sale (Partial),8000.5
4173,"Perdue, David (Senator)",04-01-2018,28-12-2017,SYY,Sysco Corporation,Sale (Partial),8000.5
4174,"Perdue, David (Senator)",04-01-2018,26-12-2017,PYPL,"PayPal Holdings, Inc.",Purchase,8000.5
4175,"Perdue, David (Senator)",04-01-2018,26-12-2017,DUK,Duke Energy Corporation,Purchase,8000.5
4176,"Perdue, David (Senator)",04-01-2018,26-12-2017,MDLZ,"Mondelez International, Inc.",Purchase,32500.5
4177,"Perdue, David (Senator)",04-01-2018,26-12-2017,IP,International Paper Company,Purchase,8000.5
4178,"Perdue, David (Senator)",04-01-2018,26-12-2017,DWDP,DowDuPont Inc.,Purchase,32500.5
4179,"Perdue, David (Senator)",04-01-2018,26-12-2017,KHC,The Kraft Heinz Company,Sale (Full),32500.5
4180,"Perdue, David (Senator)",04-01-2018,26-12-2017,GOOGL,Alphabet Inc.,Purchase,32500.5
4181,"Perdue, David (Senator)",04-01-2018,26-12-2017,KHC,The Kraft Heinz Company,Sale (Partial),32500.5
4182,"Duckworth, Tammy (Senator)",07-08-2018,21-12-2017,BBL,BHP Billiton plc,Sale (Full),8000.5
4183,"Duckworth, Tammy (Senator)",05-01-2018,21-12-2017,BBL,BHP Billiton plc,Purchase,8000.5
4184,"Hoeven, John (Senator)",08-05-2019,21-12-2017,WTW,"Weight Watchers International, Inc.",Purchase,8000.5
4185,"Hoeven, John (Senator)",08-05-2019,21-12-2017,WTW,"Weight Watchers International, Inc.",Purchase,8000.5
4186,"Perdue, David (Senator)",04-01-2018,21-12-2017,CSCO,"Cisco Systems, Inc.",Sale (Partial),8000.5
4187,"Whitehouse, Sheldon (Senator)",10-01-2018,18-12-2017,NWL,Newell Brands Inc.,Sale (Full),8000.5
4188,"Whitehouse, Sheldon (Senator)",10-01-2018,18-12-2017,REGN,"Regeneron Pharmaceuticals, Inc.",Sale (Full),32500.5
4189,"Perdue, David (Senator)",04-01-2018,15-12-2017,CHRW,"C.H. Robinson Worldwide, Inc.",Sale (Full),8000.5
4190,"Perdue, David (Senator)",04-01-2018,14-12-2017,AXTA,Axalta Coating Systems Ltd.,Purchase,8000.5
4191,"Perdue, David (Senator)",04-01-2018,14-12-2017,AXTA,Axalta Coating Systems Ltd.,Purchase,32500.5
4192,"Perdue, David (Senator)",04-01-2018,13-12-2017,COP,ConocoPhillips,Sale (Full),32500.5
4193,"Perdue, David (Senator)",04-01-2018,13-12-2017,XOM,Exxon Mobil Corporation,Sale (Partial),32500.5
4194,"Perdue, David (Senator)",04-01-2018,13-12-2017,AVP,"Avon Products, Inc.",Sale (Full),8000.5
4195,"Perdue, David (Senator)",04-01-2018,13-12-2017,SPY,SPDR S&P 500 ETF,Purchase,32500.5
4196,"Perdue, David (Senator)",04-01-2018,13-12-2017,FDC,First Data Corporation,Sale (Full),175000.5
4197,"Perdue, David (Senator)",04-01-2018,13-12-2017,MRK,"Merck & Co., Inc.",Sale (Partial),175000.5
4198,"Perdue, David (Senator)",04-01-2018,13-12-2017,DISCA,"Discovery Communications, Inc.",Sale (Full),175000.5
4199,"Perdue, David (Senator)",04-01-2018,13-12-2017,SPY,SPDR S&P 500 ETF,Purchase,750000.5
4200,"Perdue, David (Senator)",04-01-2018,13-12-2017,FEYE,"FireEye, Inc.",Sale (Full),175000.5
4201,"Perdue, David (Senator)",04-01-2018,13-12-2017,HBI,Hanesbrands Inc.,Sale (Full),175000.5
4202,"Perdue, David (Senator)",04-01-2018,13-12-2017,MOS,The Mosaic Company,Sale (Full),175000.5
4203,"Perdue, David (Senator)",04-01-2018,13-12-2017,SPY,SPDR S&P 500 ETF,Purchase,175000.5
4204,"Perdue, David (Senator)",04-01-2018,12-12-2017,MOS,The Mosaic Company,Purchase,8000.5
4205,"Perdue, David (Senator)",04-01-2018,11-12-2017,FDC,First Data Corporation,Purchase,8000.5
4206,"Bennet, Michael (Senator)",21-12-2017,08-12-2017,RGC,Regal Entertainment Group,Sale (Full),750000.5
4207,"Perdue, David (Senator)",04-01-2018,07-12-2017,FOXA,"Twenty-First Century Fox, Inc.",Sale (Partial),8000.5
4208,"Perdue, David (Senator)",04-01-2018,07-12-2017,USG,USG Corporation,Sale (Partial),8000.5
4209,"McConnell, A. Mitchell Jr. (Senator)",15-05-2018,05-12-2017,WFC,Wells Fargo & Company,Purchase,8000.5
4210,"Perdue, David (Senator)",04-01-2018,05-12-2017,DWDP,DowDuPont Inc.,Purchase,8000.5
4211,"Whitehouse, Sheldon (Senator)",10-01-2018,05-12-2017,NWL,Newell Brands Inc.,Sale (Full),8000.5
4212,"Whitehouse, Sheldon (Senator)",10-01-2018,05-12-2017,DISH,DISH Network Corporation,Sale (Full),8000.5
4213,"Whitehouse, Sheldon (Senator)",10-01-2018,05-12-2017,JCI,Johnson Controls International plc,Sale (Full),32500.5
4214,"Perdue, David (Senator)",04-01-2018,04-12-2017,BPL,"Buckeye Partners, L.P.",Purchase,8000.5
4215,"Perdue, David (Senator)",04-01-2018,04-12-2017,TRV,"The Travelers Companies, Inc.",Sale (Full),32500.5
4216,"Perdue, David (Senator)",04-01-2018,04-12-2017,AMZN,"Amazon.com, Inc.",Purchase,32500.5
4217,"Perdue, David (Senator)",04-01-2018,04-12-2017,PYPL,"PayPal Holdings, Inc.",Purchase,8000.5
4218,"Perdue, David (Senator)",04-01-2018,04-12-2017,GPK,Graphic Packaging Holding Company,Sale (Partial),32500.5
4219,"Perdue, David (Senator)",04-01-2018,04-12-2017,PYPL,"PayPal Holdings, Inc.",Purchase,8000.5
4220,"Perdue, David (Senator)",04-01-2018,04-12-2017,CHRW,"C.H. Robinson Worldwide, Inc.",Sale (Partial),8000.5
4221,"Perdue, David (Senator)",04-01-2018,04-12-2017,FOXA,"Twenty-First Century Fox, Inc.",Sale (Partial),8000.5
4222,"Duckworth, Tammy (Senator)",11-12-2017,30-11-2017,GS,"The Goldman Sachs Group, Inc.",Sale (Full),8000.5
4223,"Perdue, David (Senator)",06-12-2017,30-11-2017,AXTA,Axalta Coating Systems Ltd.,Sale (Partial),8000.5
4224,"Perdue, David (Senator)",06-12-2017,30-11-2017,RF,Regions Financial Corporation,Purchase,8000.5
4225,"Perdue, David (Senator)",06-12-2017,30-11-2017,RF,Regions Financial Corporation,Purchase,8000.5
4226,"Perdue, David (Senator)",06-12-2017,29-11-2017,ANDX,Andeavor Logistics LP,Sale (Partial),8000.5
4227,"Perdue, David (Senator)",06-12-2017,29-11-2017,ANDX,Andeavor Logistics LP,Sale (Partial),8000.5
4228,"King, Angus (Senator)",20-12-2017,28-11-2017,SLB,Schlumberger Limited,Purchase,8000.5
4229,"King, Angus (Senator)",20-12-2017,28-11-2017,COP,ConocoPhillips,Purchase,8000.5
4230,"Whitehouse, Sheldon (Senator)",11-12-2017,27-11-2017,JPM,JPMorgan Chase & Co.,Purchase,8000.5
4231,"Whitehouse, Sheldon (Senator)",11-12-2017,27-11-2017,GE,General Electric Company,Sale (Full),8000.5
4232,"Whitehouse, Sheldon (Senator)",11-12-2017,27-11-2017,IBM,International Business Machines Corporation,Purchase,8000.5
4233,"Whitehouse, Sheldon (Senator)",11-12-2017,27-11-2017,TSLA,"Tesla, Inc.",Purchase,8000.5
4234,"Whitehouse, Sheldon (Senator)",11-12-2017,27-11-2017,MRK,"Merck & Co., Inc.",Sale (Full),32500.5
4235,"Whitehouse, Sheldon (Senator)",11-12-2017,27-11-2017,WMT,"Wal-Mart Stores, Inc.",Purchase,8000.5
4236,"Perdue, David (Senator)",06-12-2017,22-11-2017,AVP,"Avon Products, Inc.",Purchase,8000.5
4237,"Perdue, David (Senator)",06-12-2017,21-11-2017,AVP,"Avon Products, Inc.",Purchase,8000.5
4238,"Perdue, David (Senator)",06-12-2017,20-11-2017,DISCA,"Discovery Communications, Inc.",Purchase,8000.5
4239,"Cassidy, Bill (Senator)",12-12-2017,17-11-2017,IBM,International Business Machines Corporation,Purchase,8000.5
4240,"King, Angus (Senator)",20-12-2017,17-11-2017,PG,The Procter & Gamble Company,Sale (Full),8000.5
4241,"Perdue, David (Senator)",06-12-2017,17-11-2017,DISCA,"Discovery Communications, Inc.",Purchase,8000.5
4242,"Perdue, David (Senator)",06-12-2017,16-11-2017,DISCA,"Discovery Communications, Inc.",Purchase,8000.5
4243,"Perdue, David (Senator)",06-12-2017,16-11-2017,VSM,"Versum Materials, Inc.",Sale (Full),32500.5
4244,"Perdue, David (Senator)",06-12-2017,15-11-2017,URBN,"Urban Outfitters, Inc.",Sale (Partial),8000.5
4245,"Perdue, David (Senator)",06-12-2017,14-11-2017,WMT,"Wal-Mart Stores, Inc.",Sale (Full),32500.5
4246,"Perdue, David (Senator)",06-12-2017,13-11-2017,GM,General Motors Company,Sale (Partial),8000.5
4247,"Perdue, David (Senator)",06-12-2017,13-11-2017,DISCA,"Discovery Communications, Inc.",Purchase,8000.5
4248,"Perdue, David (Senator)",06-12-2017,13-11-2017,HBI,Hanesbrands Inc.,Purchase,8000.5
4249,"Perdue, David (Senator)",06-12-2017,13-11-2017,VSM,"Versum Materials, Inc.",Sale (Partial),8000.5
4250,"Peters, Gary (Senator)",08-12-2017,13-11-2017,MAT,"Mattel, Inc.",Sale (Full),8000.5
4251,"Peters, Gary (Senator)",08-12-2017,13-11-2017,ARCC,Ares Capital Corporation,Purchase,8000.5
4252,"King, Angus (Senator)",20-12-2017,10-11-2017,NVS,Novartis AG,Sale (Full),8000.5
4253,"Perdue, David (Senator)",06-12-2017,10-11-2017,DISCA,"Discovery Communications, Inc.",Purchase,8000.5
4254,"Perdue, David (Senator)",06-12-2017,10-11-2017,ENTG,"Entegris, Inc.",Sale (Partial),8000.5
4255,"Cassidy, Bill (Senator)",12-12-2017,07-11-2017,SLB,Schlumberger Limited,Sale (Full),8000.5
4256,"Cassidy, Bill (Senator)",12-12-2017,07-11-2017,QCOM,QUALCOMM Incorporated,Sale (Full),8000.5
4257,"Cassidy, Bill (Senator)",12-12-2017,07-11-2017,XOM,Exxon Mobil Corporation,Purchase,8000.5
4258,"Perdue, David (Senator)",06-12-2017,07-11-2017,QCOM,QUALCOMM Incorporated,Sale (Full),32500.5
4259,"Whitehouse, Sheldon (Senator)",11-12-2017,07-11-2017,TMUS,"T-Mobile US, Inc.",Sale (Full),8000.5
4260,"Perdue, David (Senator)",06-12-2017,06-11-2017,SLB,Schlumberger Limited,Sale (Partial),8000.5
4261,"Perdue, David (Senator)",06-12-2017,06-11-2017,URBN,"Urban Outfitters, Inc.",Sale (Partial),8000.5
4262,"Perdue, David (Senator)",06-12-2017,06-11-2017,HBI,Hanesbrands Inc.,Purchase,8000.5
4263,"Warner, Mark (Senator)",08-12-2017,06-11-2017,HALO,"Halozyme Therapeutics, Inc.",Sale (Full),750000.5
4264,"Perdue, David (Senator)",06-12-2017,02-11-2017,GM,General Motors Company,Sale (Partial),8000.5
4265,"Perdue, David (Senator)",06-12-2017,02-11-2017,GM,General Motors Company,Sale (Partial),8000.5
4266,"Perdue, David (Senator)",06-12-2017,02-11-2017,HBI,Hanesbrands Inc.,Purchase,8000.5
4267,"Perdue, David (Senator)",06-12-2017,02-11-2017,VSM,"Versum Materials, Inc.",Sale (Partial),8000.5
4268,"Perdue, David (Senator)",06-12-2017,02-11-2017,ENTG,"Entegris, Inc.",Sale (Partial),8000.5
4269,"Duckworth, Tammy (Senator)",11-12-2017,01-11-2017,SOUHY,South32 Limited,Sale (Full),8000.5
4270,"Perdue, David (Senator)",02-11-2017,01-11-2017,GM,General Motors Company,Sale (Partial),8000.5
4271,"Whitehouse, Sheldon (Senator)",11-12-2017,01-11-2017,TMUS,"T-Mobile US, Inc.",Sale (Partial),8000.5
4272,"Perdue, David (Senator)",02-11-2017,31-10-2017,QCOM,QUALCOMM Incorporated,Sale (Partial),32500.5
4273,"Perdue, David (Senator)",02-11-2017,30-10-2017,MYL,Mylan N.V.,Sale (Partial),32500.5
4274,"Perdue, David (Senator)",02-11-2017,30-10-2017,COST,Costco Wholesale Corporation,Purchase,8000.5
4275,"Perdue, David (Senator)",02-11-2017,30-10-2017,SLB,Schlumberger Limited,Purchase,8000.5
4276,"Perdue, David (Senator)",02-11-2017,30-10-2017,SYK,Stryker Corporation,Sale (Partial),8000.5
4277,"Perdue, David (Senator)",02-11-2017,30-10-2017,COP,ConocoPhillips,Sale (Partial),8000.5
4278,"Perdue, David (Senator)",02-11-2017,30-10-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4279,"Perdue, David (Senator)",02-11-2017,30-10-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4280,"Perdue, David (Senator)",02-11-2017,30-10-2017,GLW,Corning Incorporated,Sale (Partial),8000.5
4281,"Perdue, David (Senator)",02-11-2017,27-10-2017,MSFT,Microsoft Corporation,Sale (Partial),8000.5
4282,"Perdue, David (Senator)",02-11-2017,27-10-2017,MRK,"Merck & Co., Inc.",Purchase,32500.5
4283,"Perdue, David (Senator)",02-11-2017,26-10-2017,AXTA,Axalta Coating Systems Ltd.,Purchase,8000.5
4284,"Cassidy, Bill (Senator)",03-11-2017,25-10-2017,DIS,The Walt Disney Company,Purchase,8000.5
4285,"Cassidy, Bill (Senator)",03-11-2017,25-10-2017,CVS,CVS Health Corporation,Purchase,8000.5
4286,"Cassidy, Bill (Senator)",03-11-2017,25-10-2017,T,AT&T Inc.,Purchase,8000.5
4287,"Cassidy, Bill (Senator)",26-10-2018,25-10-2017,DIS,The Walt Disney Company,Purchase,8000.5
4288,"Cassidy, Bill (Senator)",26-10-2018,25-10-2017,CVS,CVS Health Corporation,Purchase,8000.5
4289,"Cassidy, Bill (Senator)",26-10-2018,25-10-2017,T,AT&T Inc.,Purchase,8000.5
4290,"Perdue, David (Senator)",02-11-2017,25-10-2017,GLW,Corning Incorporated,Sale (Partial),8000.5
4291,"Cassidy, Bill (Senator)",03-11-2017,24-10-2017,ABT,Abbott Laboratories,Sale (Partial),8000.5
4292,"Cassidy, Bill (Senator)",03-11-2017,24-10-2017,MDT,Medtronic plc,Purchase,8000.5
4293,"Cassidy, Bill (Senator)",26-10-2018,24-10-2017,ABT,Abbott Laboratories,Sale (Partial),8000.5
4294,"Cassidy, Bill (Senator)",26-10-2018,24-10-2017,MDT,Medtronic plc,Purchase,8000.5
4295,"Duckworth, Tammy (Senator)",07-11-2017,23-10-2017,DWDP,DowDuPont Inc.,Sale (Full),8000.5
4296,"Perdue, David (Senator)",02-11-2017,23-10-2017,GLW,Corning Incorporated,Sale (Partial),8000.5
4297,"Perdue, David (Senator)",02-11-2017,23-10-2017,GLW,Corning Incorporated,Sale (Partial),8000.5
4298,"Reed, John F. (Senator)",24-10-2017,23-10-2017,XSD,SPDR S&P Semiconductor ETF,Purchase,8000.5
4299,"Reed, John F. (Senator)",24-10-2017,23-10-2017,LSCC,Lattice Semiconductor Corporation,Sale (Full),8000.5
4300,"Reed, John F. (Senator)",24-10-2017,23-10-2017,AGN,Allergan plc,Sale (Full),8000.5
4301,"Perdue, David (Senator)",02-11-2017,20-10-2017,HBI,Hanesbrands Inc.,Purchase,8000.5
4302,"Perdue, David (Senator)",02-11-2017,20-10-2017,GLW,Corning Incorporated,Sale (Partial),8000.5
4303,"King, Angus (Senator)",13-11-2017,19-10-2017,CSCO,"Cisco Systems, Inc.",Sale (Partial),8000.5
4304,"Perdue, David (Senator)",02-11-2017,19-10-2017,VSM,"Versum Materials, Inc.",Sale (Partial),8000.5
4305,"Perdue, David (Senator)",02-11-2017,19-10-2017,GM,General Motors Company,Sale (Partial),8000.5
4306,"Duckworth, Tammy (Senator)",07-11-2017,18-10-2017,ABT,Abbott Laboratories,Sale (Full),8000.5
4307,"Perdue, David (Senator)",02-11-2017,18-10-2017,GM,General Motors Company,Sale (Partial),8000.5
4308,"Perdue, David (Senator)",02-11-2017,18-10-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4309,"Perdue, David (Senator)",02-11-2017,18-10-2017,HBI,Hanesbrands Inc.,Purchase,8000.5
4310,"Warner, Mark (Senator)",14-11-2017,18-10-2017,XON,Intrexon Corporation,Sale (Partial),3000000.5
4311,"Warner, Mark (Senator)",14-11-2017,18-10-2017,ZIOP,"ZIOPHARM Oncology, Inc.",Sale (Full),375000.5
4312,"Cassidy, Bill (Senator)",03-11-2017,17-10-2017,TGT,Target Corporation,Sale (Partial),8000.5
4313,"Cassidy, Bill (Senator)",26-10-2018,17-10-2017,TGT,Target Corporation,Sale (Full),8000.5
4314,"Duckworth, Tammy (Senator)",07-11-2017,17-10-2017,JNJ,Johnson & Johnson,Sale (Full),8000.5
4315,"Perdue, David (Senator)",02-11-2017,17-10-2017,CZR,Caesars Entertainment Corporation,Purchase,8000.5
4316,"Perdue, David (Senator)",02-11-2017,16-10-2017,GLW,Corning Incorporated,Sale (Partial),8000.5
4317,"Perdue, David (Senator)",02-11-2017,16-10-2017,FDC,First Data Corporation,Purchase,8000.5
4318,"Perdue, David (Senator)",02-11-2017,16-10-2017,LYV,"Live Nation Entertainment, Inc.",Sale (Partial),8000.5
4319,"Perdue, David (Senator)",02-11-2017,13-10-2017,ENTG,"Entegris, Inc.",Sale (Partial),8000.5
4320,"Perdue, David (Senator)",02-11-2017,13-10-2017,CZR,Caesars Entertainment Corporation,Purchase,8000.5
4321,"Perdue, David (Senator)",02-11-2017,12-10-2017,BAC,Bank of America Corporation,Sale (Partial),8000.5
4322,"Perdue, David (Senator)",02-11-2017,12-10-2017,FDC,First Data Corporation,Purchase,8000.5
4323,"Perdue, David (Senator)",02-11-2017,11-10-2017,GM,General Motors Company,Sale (Partial),8000.5
4324,"Duckworth, Tammy (Senator)",07-11-2017,10-10-2017,CC,CC - The Chemours Company,Sale (Full),8000.5
4325,"Perdue, David (Senator)",02-11-2017,10-10-2017,AXTA,Axalta Coating Systems Ltd.,Purchase,8000.5
4326,"Perdue, David (Senator)",02-11-2017,10-10-2017,VSM,"Versum Materials, Inc.",Sale (Partial),8000.5
4327,"Perdue, David (Senator)",02-11-2017,09-10-2017,BAC,Bank of America Corporation,Sale (Partial),8000.5
4328,"Perdue, David (Senator)",02-11-2017,09-10-2017,AXTA,Axalta Coating Systems Ltd.,Purchase,8000.5
4329,"Perdue, David (Senator)",02-11-2017,09-10-2017,LYV,"Live Nation Entertainment, Inc.",Sale (Partial),8000.5
4330,"Perdue, David (Senator)",02-11-2017,09-10-2017,GM,General Motors Company,Sale (Partial),8000.5
4331,"Perdue, David (Senator)",02-11-2017,06-10-2017,BAC,Bank of America Corporation,Sale (Partial),8000.5
4332,"Perdue, David (Senator)",02-11-2017,06-10-2017,CZR,Caesars Entertainment Corporation,Purchase,8000.5
4333,"Perdue, David (Senator)",02-11-2017,06-10-2017,GM,General Motors Company,Sale (Partial),8000.5
4334,"Perdue, David (Senator)",02-11-2017,06-10-2017,CZR,Caesars Entertainment Corporation,Purchase,8000.5
4335,"Perdue, David (Senator)",02-11-2017,06-10-2017,HBI,Hanesbrands Inc.,Purchase,8000.5
4336,"Perdue, David (Senator)",02-11-2017,06-10-2017,VSM,"Versum Materials, Inc.",Sale (Partial),8000.5
4337,"Perdue, David (Senator)",02-11-2017,05-10-2017,SLB,Schlumberger Limited,Purchase,32500.5
4338,"Perdue, David (Senator)",02-11-2017,05-10-2017,GM,General Motors Company,Sale (Partial),8000.5
4339,"Perdue, David (Senator)",02-11-2017,05-10-2017,GM,General Motors Company,Sale (Partial),8000.5
4340,"Perdue, David (Senator)",02-11-2017,05-10-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4341,"Perdue, David (Senator)",02-11-2017,05-10-2017,HBI,Hanesbrands Inc.,Purchase,8000.5
4342,"Perdue, David (Senator)",02-11-2017,05-10-2017,VSM,"Versum Materials, Inc.",Sale (Partial),8000.5
4343,"Perdue, David (Senator)",02-11-2017,04-10-2017,--,HBI-Hanesbrands Inc.,Purchase,8000.5
