Transaction_Number,Office_FilerType,Date_Received_Filed,Transaction_Date,Ticker,Asset_Name,Transaction_Type,Amount
4344,"Perdue, David (Senator)",02-11-2017,03-10-2017,HBI,Hanesbrands Inc.,Purchase,8000.5
4345,"Perdue, David (Senator)",02-11-2017,03-10-2017,LYV,"Live Nation Entertainment, Inc.",Sale (Partial),8000.5
4346,"Perdue, David (Senator)",02-11-2017,03-10-2017,LYV,"Live Nation Entertainment, Inc.",Sale (Partial),8000.5
4347,"Perdue, David (Senator)",02-11-2017,02-10-2017,LYV,"Live Nation Entertainment, Inc.",Sale (Partial),8000.5
4348,"Perdue, David (Senator)",02-11-2017,02-10-2017,VSM,"Versum Materials, Inc.",Sale (Partial),8000.5
4349,"Perdue, David (Senator)",02-11-2017,02-10-2017,GM,General Motors Company,Sale (Partial),8000.5
4350,"Perdue, David (Senator)",02-11-2017,02-10-2017,AXTA,Axalta Coating Systems Ltd.,Purchase,8000.5
4351,"Carper, Thomas R. (Senator)",04-10-2017,29-09-2017,--,Western Asset/Claymore Inflation,Purchase,8000.5
4352,"Carper, Thomas R. (Senator)",04-10-2017,29-09-2017,--,Compass Minerals,Purchase,8000.5
4353,"Carper, Thomas R. (Senator)",04-10-2017,29-09-2017,--,Acadian Timber,Sale (Full),32500.5
4354,"Perdue, David (Senator)",06-12-2017,29-09-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4355,"Perdue, David (Senator)",02-10-2017,29-09-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4356,"Perdue, David (Senator)",06-12-2017,28-09-2017,ENTG,"Entegris, Inc.",Sale (Partial),8000.5
4357,"Perdue, David (Senator)",02-10-2017,28-09-2017,ENTG,"Entegris, Inc.",Sale (Partial),8000.5
4358,"Capito, Shelley Moore (Senator)",06-10-2017,27-09-2017,K,Kellogg Company,Sale (Full),8000.5
4359,"Perdue, David (Senator)",06-12-2017,27-09-2017,MYL,Mylan N.V.,Purchase,32500.5
4360,"Perdue, David (Senator)",06-12-2017,27-09-2017,GPK,Graphic Packaging Holding Company,Sale (Partial),8000.5
4361,"Perdue, David (Senator)",06-12-2017,27-09-2017,AMZN,"Amazon.com, Inc.",Purchase,32500.5
4362,"Perdue, David (Senator)",06-12-2017,27-09-2017,FDC,First Data Corporation,Purchase,8000.5
4363,"Perdue, David (Senator)",06-12-2017,27-09-2017,ENTG,"Entegris, Inc.",Sale (Partial),8000.5
4364,"Perdue, David (Senator)",06-12-2017,27-09-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4365,"Perdue, David (Senator)",02-10-2017,27-09-2017,MYL,Mylan N.V.,Purchase,32500.5
4366,"Perdue, David (Senator)",02-10-2017,27-09-2017,GPK,Graphic Packaging Holding Company,Sale (Partial),8000.5
4367,"Perdue, David (Senator)",02-10-2017,27-09-2017,AMZN,"Amazon.com, Inc.",Purchase,32500.5
4368,"Perdue, David (Senator)",02-10-2017,27-09-2017,FDC,First Data Corporation,Purchase,8000.5
4369,"Perdue, David (Senator)",02-10-2017,27-09-2017,ENTG,"Entegris, Inc.",Sale (Partial),8000.5
4370,"Perdue, David (Senator)",02-10-2017,27-09-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4371,"Perdue, David (Senator)",06-12-2017,26-09-2017,VSM,"Versum Materials, Inc.",Sale (Partial),8000.5
4372,"Perdue, David (Senator)",06-12-2017,26-09-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4373,"Perdue, David (Senator)",06-12-2017,26-09-2017,CZR,Caesars Entertainment Corporation,Purchase,8000.5
4374,"Perdue, David (Senator)",02-10-2017,26-09-2017,VSM,"Versum Materials, Inc.",Sale (Partial),8000.5
4375,"Perdue, David (Senator)",02-10-2017,26-09-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4376,"Perdue, David (Senator)",02-10-2017,26-09-2017,CZR,Caesars Entertainment Corporation,Purchase,8000.5
4377,"Perdue, David (Senator)",06-12-2017,22-09-2017,CZR,Caesars Entertainment Corporation,Purchase,32500.5
4378,"Perdue, David (Senator)",06-12-2017,22-09-2017,BAX,Baxter International Inc.,Sale (Partial),32500.5
4379,"Perdue, David (Senator)",06-12-2017,22-09-2017,BAX,Baxter International Inc.,Sale (Partial),32500.5
4380,"Perdue, David (Senator)",06-12-2017,22-09-2017,MRK,"Merck & Co., Inc.",Purchase,32500.5
4381,"Perdue, David (Senator)",02-10-2017,22-09-2017,CZR,Caesars Entertainment Corporation,Purchase,32500.5
4382,"Perdue, David (Senator)",02-10-2017,22-09-2017,BAX,Baxter International Inc.,Sale (Partial),32500.5
4383,"Perdue, David (Senator)",02-10-2017,22-09-2017,BAX,Baxter International Inc.,Sale (Partial),32500.5
4384,"Perdue, David (Senator)",02-10-2017,22-09-2017,MRK,"Merck & Co., Inc.",Purchase,32500.5
4385,"Hoeven, John (Senator)",27-09-2017,21-09-2017,NGG,National Grid plc,Sale (Full),175000.5
4386,"Hoeven, John (Senator)",27-09-2017,21-09-2017,QCOM,QUALCOMM Incorporated,Sale (Full),175000.5
4387,"Hoeven, John (Senator)",27-09-2017,21-09-2017,IBM,International Business Machines Corporation,Sale (Full),32500.5
4388,"Perdue, David (Senator)",06-12-2017,21-09-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4389,"Perdue, David (Senator)",02-10-2017,21-09-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4390,"Whitehouse, Sheldon (Senator)",12-10-2017,20-09-2017,QCOM,QUALCOMM Incorporated,Sale (Full),8000.5
4391,"Whitehouse, Sheldon (Senator)",12-10-2017,20-09-2017,GILD,"Gilead Sciences, Inc.",Sale (Full),8000.5
4392,"Whitehouse, Sheldon (Senator)",12-10-2017,20-09-2017,MCK,McKesson Corporation,Sale (Full),32500.5
4393,"Whitehouse, Sheldon (Senator)",12-10-2017,20-09-2017,DISH,DISH Network Corporation,Sale (Full),8000.5
4394,"Whitehouse, Sheldon (Senator)",12-10-2017,20-09-2017,GILD,"Gilead Sciences, Inc.",Sale (Partial),32500.5
4395,"Whitehouse, Sheldon (Senator)",12-10-2017,20-09-2017,TJX,"The TJX Companies, Inc.",Sale (Full),8000.5
4396,"Whitehouse, Sheldon (Senator)",12-10-2017,20-09-2017,UNP,Union Pacific Corporation,Sale (Partial),32500.5
4397,"Whitehouse, Sheldon (Senator)",10-08-2018,20-09-2017,GILD,"Gilead Sciences, Inc.",Sale (Full),8000.5
4398,"Carper, Thomas R. (Senator)",04-10-2017,18-09-2017,--,Hexcel Corp New,Purchase,8000.5
4399,"Carper, Thomas R. (Senator)",04-10-2017,18-09-2017,--,Mantech Intl Corp Cl A,Purchase,8000.5
4400,"Carper, Thomas R. (Senator)",04-10-2017,18-09-2017,--,Orbital ATK,Sale (Full),8000.5
4401,"Perdue, David (Senator)",06-12-2017,18-09-2017,ENTG,"Entegris, Inc.",Sale (Partial),8000.5
4402,"Perdue, David (Senator)",02-10-2017,18-09-2017,ENTG,"Entegris, Inc.",Sale (Partial),8000.5
4403,"Reed, John F. (Senator)",19-09-2017,18-09-2017,Q,"Quintiles IMS Holdings, Inc.",Purchase,8000.5
4404,"Reed, John F. (Senator)",19-09-2017,18-09-2017,Q,"Quintiles IMS Holdings, Inc.",Purchase,8000.5
4405,"Duckworth, Tammy (Senator)",17-10-2017,15-09-2017,INTC,Intel Corporation,Sale (Full),8000.5
4406,"Perdue, David (Senator)",06-12-2017,15-09-2017,ENTG,"Entegris, Inc.",Sale (Partial),8000.5
4407,"Perdue, David (Senator)",06-12-2017,15-09-2017,FDC,First Data Corporation,Purchase,8000.5
4408,"Perdue, David (Senator)",02-10-2017,15-09-2017,ENTG,"Entegris, Inc.",Sale (Partial),8000.5
4409,"Perdue, David (Senator)",02-10-2017,15-09-2017,FDC,First Data Corporation,Purchase,8000.5
4410,"Perdue, David (Senator)",06-12-2017,14-09-2017,FDC,First Data Corporation,Purchase,8000.5
4411,"Perdue, David (Senator)",06-12-2017,14-09-2017,PKI,"PerkinElmer, Inc.",Sale (Full),32500.5
4412,"Perdue, David (Senator)",06-12-2017,14-09-2017,HBI,Hanesbrands Inc.,Purchase,8000.5
4413,"Perdue, David (Senator)",02-10-2017,14-09-2017,FDC,First Data Corporation,Purchase,8000.5
4414,"Perdue, David (Senator)",02-10-2017,14-09-2017,PKI,"PerkinElmer, Inc.",Sale (Full),32500.5
4415,"Perdue, David (Senator)",02-10-2017,14-09-2017,HBI,Hanesbrands Inc.,Purchase,8000.5
4416,"Perdue, David (Senator)",06-12-2017,13-09-2017,SLB,Schlumberger Limited,Sale (Partial),32500.5
4417,"Perdue, David (Senator)",02-10-2017,13-09-2017,SLB,Schlumberger Limited,Sale (Partial),32500.5
4418,"Capito, Shelley Moore (Senator)",06-10-2017,12-09-2017,HLT,Hilton Worldwide Holdings Inc.,Purchase,8000.5
4419,"Capito, Shelley Moore (Senator)",06-10-2017,12-09-2017,--,HLT-Hilton Worldwide Holdings Inc.,Purchase,8000.5
4420,"Perdue, David (Senator)",06-12-2017,12-09-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4421,"Perdue, David (Senator)",06-12-2017,12-09-2017,PKI,"PerkinElmer, Inc.",Sale (Partial),8000.5
4422,"Perdue, David (Senator)",02-10-2017,12-09-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4423,"Perdue, David (Senator)",02-10-2017,12-09-2017,PKI,"PerkinElmer, Inc.",Sale (Partial),8000.5
4424,"Perdue, David (Senator)",06-12-2017,11-09-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4425,"Perdue, David (Senator)",06-12-2017,11-09-2017,PKI,"PerkinElmer, Inc.",Sale (Partial),8000.5
4426,"Perdue, David (Senator)",06-12-2017,11-09-2017,VSM,"Versum Materials, Inc.",Sale (Partial),8000.5
4427,"Perdue, David (Senator)",02-10-2017,11-09-2017,MRK,"Merck & Co., Inc.",Purchase,8000.5
4428,"Perdue, David (Senator)",02-10-2017,11-09-2017,PKI,"PerkinElmer, Inc.",Sale (Partial),8000.5
4429,"Perdue, David (Senator)",02-10-2017,11-09-2017,VSM,"Versum Materials, Inc.",Sale (Partial),8000.5
4430,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,V,Visa Inc.,Purchase,8000.5
4431,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,VTKLY,Vtech Holdings Limited,Purchase,8000.5
4432,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,TSM,Taiwan Semiconductor Manufacturing Company Limited,Purchase,8000.5
4433,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,SFTBY,SoftBank Group Corp.,Purchase,8000.5
4434,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,SGAPY,Singapore Telecommunications Limited,Purchase,8000.5
4435,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,SSDOY,"Shiseido Company, Limited",Purchase,8000.5
4436,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,RDS-B,Royal Dutch Shell plc,Purchase,8000.5
4437,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,SMECF,SMC Corporation,Purchase,8000.5
4438,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,RCL,Royal Caribbean Cruises Ltd.,Purchase,8000.5
4439,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,RBGLY,Reckitt Benckiser Group plc,Purchase,8000.5
4440,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,PDRDY,Pernod Ricard SA,Purchase,8000.5
4441,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,AVGO,Broadcom Limited,Purchase,8000.5
4442,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,LRLCY,L'Or̩al S.A.,Purchase,8000.5
4443,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,OXY,Occidental Petroleum Corporation,Purchase,8000.5
4444,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,NVO,Novo Nordisk A/S,Purchase,8000.5
4445,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,MRAAY,"Murata Manufacturing Co., Ltd.",Purchase,8000.5
4446,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,NSRGY,Nestl̩ S.A.,Purchase,8000.5
4447,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,NPSND,Naspers Limited,Purchase,8000.5
4448,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,JPM,JPMorgan Chase & Co.,Purchase,8000.5
4449,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,MCO,Moody's Corporation,Purchase,8000.5
4450,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,LVS,Las Vegas Sands Corp.,Purchase,8000.5
4451,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,KYCCF,Keyence Corporation,Purchase,8000.5
4452,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,INCY,Incyte Corporation,Purchase,8000.5
4453,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,--,SAFRY - Safran SA,Purchase,8000.5
4454,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,RHHBY,Roche Holding AG,Purchase,8000.5
4455,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,HXL,Hexcel Corporation,Purchase,8000.5
4456,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,JKHY,"Jack Henry & Associates, Inc.",Purchase,8000.5
4457,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,FANUY,Fanuc Corporation,Purchase,8000.5
4458,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,ENB,Enbridge Inc.,Purchase,8000.5
4459,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,ETN,Eaton Corporation plc,Purchase,8000.5
4460,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,CCI,Crown Castle International Corp.,Purchase,8000.5
4461,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,CVX,Chevron Corporation,Purchase,8000.5
4462,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,CERN,Cerner Corporation,Purchase,8000.5
4463,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,CABGY,Carlsberg A/S,Purchase,8000.5
4464,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,CME,CME Group Inc.,Purchase,8000.5
4465,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,BNPQY,BNP Paribas SA,Purchase,8000.5
4466,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,ASML,ASML Holding N.V.,Purchase,8000.5
4467,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,AZN,AstraZeneca PLC,Purchase,8000.5
4468,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,--,EADSY - Airbus SE,Purchase,8000.5
4469,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,AHKSY,Asahi Kasei Corporation,Purchase,8000.5
4470,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,--,AAPL-Apple Inc.,Purchase,8000.5
4471,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,AMT,American Tower Corporation,Purchase,8000.5
4472,"Capito, Shelley Moore (Senator)",06-10-2017,08-09-2017,--,AAGIY - AIA Group Limited,Purchase,8000.5
4473,"Perdue, David (Senator)",06-12-2017,08-09-2017,BAX,Baxter International Inc.,Sale (Partial),8000.5
4474,"Perdue, David (Senator)",06-12-2017,08-09-2017,MRK,"Merck & Co., Inc.",Purchase,32500.5
4475,"Perdue, David (Senator)",06-12-2017,08-09-2017,PKI,"PerkinElmer, Inc.",Sale (Partial),8000.5
4476,"Perdue, David (Senator)",02-10-2017,08-09-2017,BAX,Baxter International Inc.,Sale (Partial),8000.5
4477,"Perdue, David (Senator)",02-10-2017,08-09-2017,MRK,"Merck & Co., Inc.",Purchase,32500.5
4478,"Perdue, David (Senator)",02-10-2017,08-09-2017,PKI,"PerkinElmer, Inc.",Sale (Partial),8000.5
4479,"Carper, Thomas R. (Senator)",04-10-2017,07-09-2017,--,SPDR Gold Tr Gold Shs,Purchase,8000.5
4480,"Carper, Thomas R. (Senator)",04-10-2017,07-09-2017,--,Central Fund of Canada,Purchase,8000.5
4481,"McConnell, A. Mitchell Jr. (Senator)",15-05-2018,07-09-2017,WFC,Wells Fargo & Company,Purchase,8000.5
4482,"Perdue, David (Senator)",06-12-2017,06-09-2017,DIS,The Walt Disney Company,Purchase,32500.5
4483,"Perdue, David (Senator)",02-10-2017,06-09-2017,DIS,The Walt Disney Company,Purchase,32500.5
4484,"Capito, Shelley Moore (Senator)",06-10-2017,05-09-2017,WEC,"WEC Energy Group, Inc.",Purchase,8000.5
4485,"Capito, Shelley Moore (Senator)",06-10-2017,05-09-2017,--,"WEC-WEC Energy Group, Inc.",Purchase,8000.5
4486,"Perdue, David (Senator)",06-12-2017,05-09-2017,OKE,"ONEOK, Inc.",Sale (Partial),8000.5
4487,"Perdue, David (Senator)",02-10-2017,05-09-2017,OKE,"ONEOK, Inc.",Sale (Partial),8000.5
4488,"Perdue, David (Senator)",06-12-2017,01-09-2017,TRP,TransCanada Corporation,Purchase,8000.5
4489,"Perdue, David (Senator)",02-10-2017,01-09-2017,TRP,TransCanada Corporation,Purchase,8000.5
4490,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Visa Inc,Purchase,8000.5
4491,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Total S.A. Sponsored ADR,Purchase,8000.5
4492,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,QCOM,QUALCOMM Incorporated,Sale (Partial),8000.5
4493,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,RMD,ResMed Inc.,Purchase,8000.5
4494,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Omega Healthcare Inc Inc,Sale (Partial),8000.5
4495,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,ARCC,Ares Capital Corporation,Sale (Partial),8000.5
4496,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,BancoLatinomericano De Comericio Exteror S.A.,Purchase,8000.5
4497,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,BAE Systems PLC Sponsored ADR,Purchase,8000.5
4498,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Western Asset/Claymore Inflation Opportunity Income Tr,Purchase,8000.5
4499,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Owens & Minor Corp,Sale (Partial),8000.5
4500,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Verizon Corp,Sale (Partial),8000.5
4501,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Agilent Corp,Purchase,8000.5
4502,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Nvidia Corp,Purchase,8000.5
4503,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Alexandria Real Estate Equity Inc,Purchase,8000.5
4504,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,NWL,Newell Brands Inc.,Purchase,8000.5
4505,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Diageo PLC Sponsored ADR,Purchase,8000.5
4506,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Honeywell Intl Inc,Sale (Partial),8000.5
4507,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Packaging Corp of America,Purchase,8000.5
4508,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Altria Corp,Sale (Partial),8000.5
4509,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,MetLife Inc,Purchase,8000.5
4510,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,PBA,Pembina Pipeline Corporation,Purchase,8000.5
4511,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Axis Capital Holdings Ltd,Purchase,8000.5
4512,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Medical Properties Trust Inc,Sale (Partial),8000.5
4513,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,GLAD,Gladstone Capital Corporation,Purchase,8000.5
4514,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,ETN - Eaton Corporation plc,Purchase,8000.5
4515,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Zoetis Corp,Purchase,8000.5
4516,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,CONE - CyrusOne Inc.,Purchase,8000.5
4517,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,PNR - Pentair plc,Purchase,8000.5
4518,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Western Asset Emerging Markets Fd,Sale (Full),8000.5
4519,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Tencent Holdings Ltd Unsponsored ADR,Purchase,8000.5
4520,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Algonquin Power Utilities Corp,Sale (Partial),8000.5
4521,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Oribtal ATK Inc,Purchase,8000.5
4522,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Chubb Corp,Purchase,8000.5
4523,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Abbott Labs,Sale (Partial),8000.5
4524,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Analog Devices Inc,Purchase,8000.5
4525,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,AAPL-Apple Inc.,Sale (Partial),8000.5
4526,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Bristol Myers Squibb,Purchase,8000.5
4527,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,"CSCO-Cisco Systems, Inc.",Sale (Partial),8000.5
4528,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,GLW,Corning Incorporated,Purchase,8000.5
4529,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,DHR,Danaher Corporation,Purchase,8000.5
4530,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Walt Disney Corp,Sale (Partial),8000.5
4531,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,FMC Corp New,Purchase,8000.5
4532,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,GE-General Electric Company,Sale (Partial),8000.5
4533,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,HRS,Harris Corporation,Purchase,8000.5
4534,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,HRL,Hormel Foods Corporation,Purchase,8000.5
4535,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,INTC-Intel Corporation,Sale (Partial),8000.5
4536,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Johnson and Johnson,Sale (Partial),8000.5
4537,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,MSFT-Microsoft Corporation,Sale (Partial),8000.5
4538,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,NPK,"National Presto Industries, Inc.",Purchase,8000.5
4539,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,PFE-Pfizer Inc.,Sale (Partial),8000.5
4540,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,PG-The Procter & Gamble Company,Sale (Partial),8000.5
4541,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,RHI,Robert Half International Inc.,Purchase,8000.5
4542,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,TMO,Thermo Fisher Scientific Inc.,Purchase,8000.5
4543,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Visa Inc,Purchase,8000.5
4544,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Total S.A. Sponsored ADR,Purchase,8000.5
4545,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,QCOM,QUALCOMM Incorporated,Sale (Partial),8000.5
4546,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,RMD,ResMed Inc.,Purchase,8000.5
4547,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,--,Omega Healthcare Inc Inc,Sale (Partial),8000.5
4548,"Carper, Thomas R. (Senator)",06-09-2017,31-08-2017,ARCC,Ares Capital Corporation,Sale (Partial),8000.5
